"attackermoveset";"attackername";"attackerfastmove";"attackerspecialmove";"defendermoveset";"defendername";"defenderfastmove";"defenderspecialmove";"attackerattackmodifier";"attackerdefensemodifier";"attackeradvantage"
710;Scyther;Fury Cutter;X-Scissor;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
658;Tangela;Vine Whip;Power Whip;602;Marowak;Mud Slap;Bone Club;1,5625;1,25;1,953125
58;Butterfree;Bug Bite;Bug Buzz;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
263;Parasect;Fury Cutter;Cross Poison;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
60;Butterfree;Bug Bite;Signal Beam;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
264;Parasect;Fury Cutter;X-Scissor;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
260;Parasect;Bug Bite;Cross Poison;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
660;Tangela;Vine Whip;Solar Beam;602;Marowak;Mud Slap;Bone Club;1,5625;1,25;1,953125
261;Parasect;Bug Bite;X-Scissor;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
711;Scyther;Fury Cutter;Bug Buzz;602;Marowak;Mud Slap;Bone Club;1,25;1,5625;1,953125
714;Scyther;Steel Wing;Bug Buzz;602;Marowak;Mud Slap;Bone Club;1,125;1,5625;1,7578125
590;Exeggutor;Confusion;Seed Bomb;602;Marowak;Mud Slap;Bone Club;1,40625;1,25;1,7578125
63;Butterfree;Confusion;Signal Beam;602;Marowak;Mud Slap;Bone Club;1,125;1,5625;1,7578125
595;Exeggutor;Zen Headbutt;Solar Beam;602;Marowak;Mud Slap;Bone Club;1,40625;1,25;1,7578125
709;Scyther;Fury Cutter;Night Slash;602;Marowak;Mud Slap;Bone Club;1,125;1,5625;1,7578125
59;Butterfree;Bug Bite;Psychic;602;Marowak;Mud Slap;Bone Club;1,125;1,5625;1,7578125
592;Exeggutor;Confusion;Solar Beam;602;Marowak;Mud Slap;Bone Club;1,40625;1,25;1,7578125
713;Scyther;Steel Wing;X-Scissor;602;Marowak;Mud Slap;Bone Club;1,125;1,5625;1,7578125
593;Exeggutor;Zen Headbutt;Seed Bomb;602;Marowak;Mud Slap;Bone Club;1,40625;1,25;1,7578125
61;Butterfree;Confusion;Bug Buzz;602;Marowak;Mud Slap;Bone Club;1,125;1,5625;1,7578125
749;Gyarados;Bite;Hydro Pump;602;Marowak;Mud Slap;Bone Club;1,28125;1,25;1,6015625
746;Gyarados;Dragon Breath;Hydro Pump;602;Marowak;Mud Slap;Bone Club;1,28125;1,25;1,6015625
711;Scyther;Fury Cutter;Bug Buzz;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
710;Scyther;Fury Cutter;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
58;Butterfree;Bug Bite;Bug Buzz;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
261;Parasect;Bug Bite;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
264;Parasect;Fury Cutter;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
60;Butterfree;Bug Bite;Signal Beam;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
59;Butterfree;Bug Bite;Psychic;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,21951222;2,38185978
738;Pinsir;Fury Cutter;Submission;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,11111104;2,17013884
737;Pinsir;Fury Cutter;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,11111104;2,17013884
70;Beedrill;Bug Bite;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,05820107;2,06679893
273;Venomoth;Bug Bite;Psychic;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,05820107;2,06679893
274;Venomoth;Bug Bite;Bug Buzz;595;Exeggutor;Zen Headbutt;Solar Beam;1,953125;1,05820107;2,06679893
709;Scyther;Fury Cutter;Night Slash;595;Exeggutor;Zen Headbutt;Solar Beam;1,6015625;1,21951222;1,953125
263;Parasect;Fury Cutter;Cross Poison;595;Exeggutor;Zen Headbutt;Solar Beam;1,6015625;1,21951222;1,953125
260;Parasect;Bug Bite;Cross Poison;595;Exeggutor;Zen Headbutt;Solar Beam;1,6015625;1,21951222;1,953125
35;Charizard;Wing Attack;Flamethrower;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,21951222;1,90548778
30;Charizard;Ember;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,21951222;1,90548778
32;Charizard;Ember;Flamethrower;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,21951222;1,90548778
33;Charizard;Wing Attack;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,21951222;1,90548778
73;Beedrill;Poison Jab;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,7578125;1,05820107;1,86011899
68;Beedrill;Bug Bite;Sludge Bomb;595;Exeggutor;Zen Headbutt;Solar Beam;1,7578125;1,05820107;1,86011899
272;Venomoth;Bug Bite;Poison Fang;595;Exeggutor;Zen Headbutt;Solar Beam;1,7578125;1,05820107;1,86011899
265;Parasect;Fury Cutter;Solar Beam;595;Exeggutor;Zen Headbutt;Solar Beam;1,4765625;1,21951222;1,800686
262;Parasect;Bug Bite;Solar Beam;595;Exeggutor;Zen Headbutt;Solar Beam;1,4765625;1,21951222;1,800686
714;Scyther;Steel Wing;Bug Buzz;595;Exeggutor;Zen Headbutt;Solar Beam;1,4765625;1,21951222;1,800686
713;Scyther;Steel Wing;X-Scissor;595;Exeggutor;Zen Headbutt;Solar Beam;1,4765625;1,21951222;1,800686
729;Magmar;Ember;Flamethrower;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
716;Jynx;Frost Breath;Ice Punch;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
447;Rapidash;Ember;Drill Run;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
772;Flareon;Ember;Flamethrower;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
728;Magmar;Ember;Fire Punch;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
88;Pidgeot;Wing Attack;Air Cutter;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
111;Fearow;Peck;Drill Run;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
477;Farfetch'd;Fury Cutter;Air Cutter;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
333;Arcanine;Fire Fang;Flamethrower;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
210;Ninetales;Ember;Flamethrower;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
476;Farfetch'd;Fury Cutter;Aerial Ace;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
87;Pidgeot;Wing Attack;Aerial Ace;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
334;Arcanine;Fire Fang;Bulldoze;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
478;Farfetch'd;Fury Cutter;Leaf Blade;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
209;Ninetales;Ember;Heat Wave;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
332;Arcanine;Fire Fang;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
86;Pidgeot;Wing Attack;Hurricane;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
771;Flareon;Ember;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
727;Magmar;Ember;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
211;Ninetales;Ember;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
448;Rapidash;Ember;Heat Wave;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
110;Fearow;Peck;Aerial Ace;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
773;Flareon;Ember;Heat Wave;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
446;Rapidash;Ember;Fire Blast;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,11111104;1,73611104
69;Beedrill;Bug Bite;Aerial Ace;595;Exeggutor;Zen Headbutt;Solar Beam;1,6015625;1,05820107;1,6947751
63;Butterfree;Confusion;Signal Beam;595;Exeggutor;Zen Headbutt;Solar Beam;1,37656248;1,21951222;1,67873478
61;Butterfree;Confusion;Bug Buzz;595;Exeggutor;Zen Headbutt;Solar Beam;1,37656248;1,21951222;1,67873478
71;Beedrill;Poison Jab;Sludge Bomb;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,05820107;1,65343916
405;Victreebel;Acid;Sludge Bomb;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,05820107;1,65343916
231;Golbat;Wing Attack;Air Cutter;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,05820107;1,65343916
230;Golbat;Wing Attack;Poison Fang;595;Exeggutor;Zen Headbutt;Solar Beam;1,5625;1,05820107;1,65343916
736;Pinsir;Fury Cutter;Vice Grip;595;Exeggutor;Zen Headbutt;Solar Beam;1,4765625;1,11111104;1,640625
58;Butterfree;Bug Bite;Bug Buzz;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
716;Jynx;Frost Breath;Ice Punch;594;Exeggutor;Zen Headbutt;Psychic;1,5625;1,25;1,953125
60;Butterfree;Bug Bite;Signal Beam;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
738;Pinsir;Fury Cutter;Submission;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
59;Butterfree;Bug Bite;Psychic;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
710;Scyther;Fury Cutter;X-Scissor;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
737;Pinsir;Fury Cutter;X-Scissor;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
264;Parasect;Fury Cutter;X-Scissor;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
261;Parasect;Bug Bite;X-Scissor;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
711;Scyther;Fury Cutter;Bug Buzz;594;Exeggutor;Zen Headbutt;Psychic;1,953125;1;1,953125
709;Scyther;Fury Cutter;Night Slash;594;Exeggutor;Zen Headbutt;Psychic;1,6015625;1;1,6015625
263;Parasect;Fury Cutter;Cross Poison;594;Exeggutor;Zen Headbutt;Psychic;1,6015625;1;1,6015625
260;Parasect;Bug Bite;Cross Poison;594;Exeggutor;Zen Headbutt;Psychic;1,6015625;1;1,6015625
715;Jynx;Frost Breath;Draining Kiss;594;Exeggutor;Zen Headbutt;Psychic;1,28125;1,25;1,6015625
717;Jynx;Frost Breath;Psyshock;594;Exeggutor;Zen Headbutt;Psychic;1,28125;1,25;1,6015625
719;Jynx;Pound;Ice Punch;594;Exeggutor;Zen Headbutt;Psychic;1,28125;1,25;1,6015625
60;Butterfree;Bug Bite;Signal Beam;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
264;Parasect;Fury Cutter;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
711;Scyther;Fury Cutter;Bug Buzz;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
58;Butterfree;Bug Bite;Bug Buzz;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
710;Scyther;Fury Cutter;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
261;Parasect;Bug Bite;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
59;Butterfree;Bug Bite;Psychic;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,21951222;2,38185978
738;Pinsir;Fury Cutter;Submission;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,11111104;2,17013884
737;Pinsir;Fury Cutter;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,11111104;2,17013884
273;Venomoth;Bug Bite;Psychic;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,05820107;2,06679893
70;Beedrill;Bug Bite;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,05820107;2,06679893
274;Venomoth;Bug Bite;Bug Buzz;593;Exeggutor;Zen Headbutt;Seed Bomb;1,953125;1,05820107;2,06679893
263;Parasect;Fury Cutter;Cross Poison;593;Exeggutor;Zen Headbutt;Seed Bomb;1,6015625;1,21951222;1,953125
709;Scyther;Fury Cutter;Night Slash;593;Exeggutor;Zen Headbutt;Seed Bomb;1,6015625;1,21951222;1,953125
260;Parasect;Bug Bite;Cross Poison;593;Exeggutor;Zen Headbutt;Seed Bomb;1,6015625;1,21951222;1,953125
35;Charizard;Wing Attack;Flamethrower;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,21951222;1,90548778
33;Charizard;Wing Attack;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,21951222;1,90548778
30;Charizard;Ember;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,21951222;1,90548778
32;Charizard;Ember;Flamethrower;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,21951222;1,90548778
272;Venomoth;Bug Bite;Poison Fang;593;Exeggutor;Zen Headbutt;Seed Bomb;1,7578125;1,05820107;1,86011899
68;Beedrill;Bug Bite;Sludge Bomb;593;Exeggutor;Zen Headbutt;Seed Bomb;1,7578125;1,05820107;1,86011899
73;Beedrill;Poison Jab;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,7578125;1,05820107;1,86011899
265;Parasect;Fury Cutter;Solar Beam;593;Exeggutor;Zen Headbutt;Seed Bomb;1,4765625;1,21951222;1,800686
714;Scyther;Steel Wing;Bug Buzz;593;Exeggutor;Zen Headbutt;Seed Bomb;1,4765625;1,21951222;1,800686
713;Scyther;Steel Wing;X-Scissor;593;Exeggutor;Zen Headbutt;Seed Bomb;1,4765625;1,21951222;1,800686
262;Parasect;Bug Bite;Solar Beam;593;Exeggutor;Zen Headbutt;Seed Bomb;1,4765625;1,21951222;1,800686
727;Magmar;Ember;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
772;Flareon;Ember;Flamethrower;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
447;Rapidash;Ember;Drill Run;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
729;Magmar;Ember;Flamethrower;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
211;Ninetales;Ember;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
773;Flareon;Ember;Heat Wave;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
87;Pidgeot;Wing Attack;Aerial Ace;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
210;Ninetales;Ember;Flamethrower;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
716;Jynx;Frost Breath;Ice Punch;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
771;Flareon;Ember;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
110;Fearow;Peck;Aerial Ace;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
448;Rapidash;Ember;Heat Wave;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
477;Farfetch'd;Fury Cutter;Air Cutter;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
332;Arcanine;Fire Fang;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
728;Magmar;Ember;Fire Punch;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
334;Arcanine;Fire Fang;Bulldoze;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
478;Farfetch'd;Fury Cutter;Leaf Blade;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
446;Rapidash;Ember;Fire Blast;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
476;Farfetch'd;Fury Cutter;Aerial Ace;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
209;Ninetales;Ember;Heat Wave;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
333;Arcanine;Fire Fang;Flamethrower;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
88;Pidgeot;Wing Attack;Air Cutter;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
111;Fearow;Peck;Drill Run;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
86;Pidgeot;Wing Attack;Hurricane;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,11111104;1,73611104
69;Beedrill;Bug Bite;Aerial Ace;593;Exeggutor;Zen Headbutt;Seed Bomb;1,6015625;1,05820107;1,6947751
63;Butterfree;Confusion;Signal Beam;593;Exeggutor;Zen Headbutt;Seed Bomb;1,37656248;1,21951222;1,67873478
61;Butterfree;Confusion;Bug Buzz;593;Exeggutor;Zen Headbutt;Seed Bomb;1,37656248;1,21951222;1,67873478
230;Golbat;Wing Attack;Poison Fang;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,05820107;1,65343916
405;Victreebel;Acid;Sludge Bomb;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,05820107;1,65343916
71;Beedrill;Poison Jab;Sludge Bomb;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,05820107;1,65343916
231;Golbat;Wing Attack;Air Cutter;593;Exeggutor;Zen Headbutt;Seed Bomb;1,5625;1,05820107;1,65343916
736;Pinsir;Fury Cutter;Vice Grip;593;Exeggutor;Zen Headbutt;Seed Bomb;1,4765625;1,11111104;1,640625
59;Butterfree;Bug Bite;Psychic;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
264;Parasect;Fury Cutter;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
711;Scyther;Fury Cutter;Bug Buzz;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
60;Butterfree;Bug Bite;Signal Beam;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
58;Butterfree;Bug Bite;Bug Buzz;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
710;Scyther;Fury Cutter;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
261;Parasect;Bug Bite;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,953125;1,21951222;2,38185978
738;Pinsir;Fury Cutter;Submission;592;Exeggutor;Confusion;Solar Beam;1,953125;1,11111104;2,17013884
737;Pinsir;Fury Cutter;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,953125;1,11111104;2,17013884
70;Beedrill;Bug Bite;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,953125;1,05820107;2,06679893
274;Venomoth;Bug Bite;Bug Buzz;592;Exeggutor;Confusion;Solar Beam;1,953125;1,05820107;2,06679893
273;Venomoth;Bug Bite;Psychic;592;Exeggutor;Confusion;Solar Beam;1,953125;1,05820107;2,06679893
260;Parasect;Bug Bite;Cross Poison;592;Exeggutor;Confusion;Solar Beam;1,6015625;1,21951222;1,953125
263;Parasect;Fury Cutter;Cross Poison;592;Exeggutor;Confusion;Solar Beam;1,6015625;1,21951222;1,953125
709;Scyther;Fury Cutter;Night Slash;592;Exeggutor;Confusion;Solar Beam;1,6015625;1,21951222;1,953125
30;Charizard;Ember;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,21951222;1,90548778
32;Charizard;Ember;Flamethrower;592;Exeggutor;Confusion;Solar Beam;1,5625;1,21951222;1,90548778
33;Charizard;Wing Attack;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,21951222;1,90548778
35;Charizard;Wing Attack;Flamethrower;592;Exeggutor;Confusion;Solar Beam;1,5625;1,21951222;1,90548778
272;Venomoth;Bug Bite;Poison Fang;592;Exeggutor;Confusion;Solar Beam;1,7578125;1,05820107;1,86011899
73;Beedrill;Poison Jab;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,7578125;1,05820107;1,86011899
68;Beedrill;Bug Bite;Sludge Bomb;592;Exeggutor;Confusion;Solar Beam;1,7578125;1,05820107;1,86011899
714;Scyther;Steel Wing;Bug Buzz;592;Exeggutor;Confusion;Solar Beam;1,4765625;1,21951222;1,800686
713;Scyther;Steel Wing;X-Scissor;592;Exeggutor;Confusion;Solar Beam;1,4765625;1,21951222;1,800686
262;Parasect;Bug Bite;Solar Beam;592;Exeggutor;Confusion;Solar Beam;1,4765625;1,21951222;1,800686
265;Parasect;Fury Cutter;Solar Beam;592;Exeggutor;Confusion;Solar Beam;1,4765625;1,21951222;1,800686
88;Pidgeot;Wing Attack;Air Cutter;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
86;Pidgeot;Wing Attack;Hurricane;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
447;Rapidash;Ember;Drill Run;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
210;Ninetales;Ember;Flamethrower;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
111;Fearow;Peck;Drill Run;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
716;Jynx;Frost Breath;Ice Punch;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
211;Ninetales;Ember;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
448;Rapidash;Ember;Heat Wave;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
476;Farfetch'd;Fury Cutter;Aerial Ace;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
477;Farfetch'd;Fury Cutter;Air Cutter;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
87;Pidgeot;Wing Attack;Aerial Ace;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
110;Fearow;Peck;Aerial Ace;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
772;Flareon;Ember;Flamethrower;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
209;Ninetales;Ember;Heat Wave;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
333;Arcanine;Fire Fang;Flamethrower;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
334;Arcanine;Fire Fang;Bulldoze;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
727;Magmar;Ember;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
728;Magmar;Ember;Fire Punch;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
729;Magmar;Ember;Flamethrower;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
773;Flareon;Ember;Heat Wave;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
446;Rapidash;Ember;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
332;Arcanine;Fire Fang;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
478;Farfetch'd;Fury Cutter;Leaf Blade;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
771;Flareon;Ember;Fire Blast;592;Exeggutor;Confusion;Solar Beam;1,5625;1,11111104;1,73611104
69;Beedrill;Bug Bite;Aerial Ace;592;Exeggutor;Confusion;Solar Beam;1,6015625;1,05820107;1,6947751
63;Butterfree;Confusion;Signal Beam;592;Exeggutor;Confusion;Solar Beam;1,37656248;1,21951222;1,67873478
61;Butterfree;Confusion;Bug Buzz;592;Exeggutor;Confusion;Solar Beam;1,37656248;1,21951222;1,67873478
71;Beedrill;Poison Jab;Sludge Bomb;592;Exeggutor;Confusion;Solar Beam;1,5625;1,05820107;1,65343916
405;Victreebel;Acid;Sludge Bomb;592;Exeggutor;Confusion;Solar Beam;1,5625;1,05820107;1,65343916
230;Golbat;Wing Attack;Poison Fang;592;Exeggutor;Confusion;Solar Beam;1,5625;1,05820107;1,65343916
231;Golbat;Wing Attack;Air Cutter;592;Exeggutor;Confusion;Solar Beam;1,5625;1,05820107;1,65343916
736;Pinsir;Fury Cutter;Vice Grip;592;Exeggutor;Confusion;Solar Beam;1,4765625;1,11111104;1,640625
710;Scyther;Fury Cutter;X-Scissor;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
261;Parasect;Bug Bite;X-Scissor;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
738;Pinsir;Fury Cutter;Submission;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
60;Butterfree;Bug Bite;Signal Beam;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
59;Butterfree;Bug Bite;Psychic;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
737;Pinsir;Fury Cutter;X-Scissor;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
264;Parasect;Fury Cutter;X-Scissor;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
711;Scyther;Fury Cutter;Bug Buzz;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
716;Jynx;Frost Breath;Ice Punch;591;Exeggutor;Confusion;Psychic;1,5625;1,25;1,953125
58;Butterfree;Bug Bite;Bug Buzz;591;Exeggutor;Confusion;Psychic;1,953125;1;1,953125
263;Parasect;Fury Cutter;Cross Poison;591;Exeggutor;Confusion;Psychic;1,6015625;1;1,6015625
715;Jynx;Frost Breath;Draining Kiss;591;Exeggutor;Confusion;Psychic;1,28125;1,25;1,6015625
260;Parasect;Bug Bite;Cross Poison;591;Exeggutor;Confusion;Psychic;1,6015625;1;1,6015625
719;Jynx;Pound;Ice Punch;591;Exeggutor;Confusion;Psychic;1,28125;1,25;1,6015625
709;Scyther;Fury Cutter;Night Slash;591;Exeggutor;Confusion;Psychic;1,6015625;1;1,6015625
717;Jynx;Frost Breath;Psyshock;591;Exeggutor;Confusion;Psychic;1,28125;1,25;1,6015625
261;Parasect;Bug Bite;X-Scissor;590;Exeggutor;Confusion;Seed Bomb;1,953125;1,21951222;2,38185978
